id	link	headline	p1	pub_date	text_date
248	http://www.breitbart.com/tech/2017/09/12/study-flagging-stories-as-fake-news-ineffective-people-no-longer-trust-media/?utm_source=facebook&utm_medium=social	Study: Flagging Stories as â€˜Fake Newsâ€™ Ineffective; People No Longer Trust Media	A Yale University study on the effectiveness of combatting â€œfake newsâ€Â underlines what the rest of the country already knew: Americans no longer trust the media to tell the truth.	2017-09-12	2017-09-12
249	http://www.breitbart.com/big-government/2017/09/12/full-scotus-keeps-trump-travel-ban-place-till-october/?utm_source=facebook&utm_medium=social	Full SCOTUS Keeps Trump Travel Ban in Place Till October	WASHINGTON, D.C. â€” At least four more Supreme Court Justices signed on to Justice Anthony Kennedyâ€™s stay of the Ninth and Fourth Circuits Tuesday, keeping President Donald Trumpâ€™s ban on travel from six Muslim-majority countries in place until the final case is heard this October.	2017-09-12	2017-09-12
250	http://www.breitbart.com/big-government/2017/09/12/trumps-spending-deal-democrats-funding-planned-parenthood/	Trumpâ€™s Spending Deal with Democrats Is Funding Planned Parenthood	President Donald Trumpâ€™s spending deal that â€“ according to him â€“ made â€œeverybody happyâ€ is not making his pro-life base happy at all.	2017-09-12	2017-09-12
251	http://www.breitbart.com/big-government/2017/09/12/trump-u-s-and-malaysia-working-on-10b-to-20b-boeing-jet-deal/?utm_source=facebook&utm_medium=social	Trump: U.S. and Malaysia Working on $10B to $20B Boeing Jet Deal	President Trump on Tuesday welcomed Malaysian Prime Minister Datoâ€™ Sri Mohd Najib Tun Abdul Razak to the White House, to discuss trade deals and shared security challenges in the Asia Pacific region.	2017-09-12	2017-09-12
252	http://www.breitbart.com/big-government/2017/09/12/hillary-clinton-i-wanted-to-make-voodoo-dolls-of-reporters-lawmakers-and-stick-them-with-pins/?utm_source=facebook&utm_medium=social	Hillary Clinton: I Wanted to Make Voodoo Dolls of Reporters, Lawmakers and Stick Them with Pins	NEW YORK â€” Hillary Clinton was so frustrated about the infamous scandal surrounding her use of a private email server that she was â€œtemptedâ€ to construct voodoo dolls in the images of â€œcertain membersâ€ of the news media and Congress, and then â€œstick them full of pins.â€	2017-09-12	2017-09-12
253	http://www.breitbart.com/big-government/2017/09/12/the-cavalry-arrives-in-alabama-pro-trump-forces-align-behind-judge-roy-moore-as-swamp-monster-luther-strange-suffers/?utm_source=facebook&utm_medium=social	The Cavalry Arrives in Alabama: Pro-Trump Forces Align Behind Judge Roy Moore as â€˜Swamp Monsterâ€™ Luther Strange Suffers	The cavalry has arrived in Alabama. Literally.	2017-09-12	2017-09-12
254	http://www.breitbart.com/big-journalism/2017/09/12/gatekeeper-of-dc-society-sally-quinn-comes-out-as-occultist-used-hex-to-kill-people/?utm_source=facebook&utm_medium=social	Gatekeeper of DC Society Sally Quinn Comes Out as Occultist, Used Hex to Kill People	You and I, meaning Normal People, we look at our Thought Leaders, our Media and Cultural Overlords, our Ruling Class, and oftentimes wonder how they can be so venal and dishonest in pursuit of what they want â€” and what they want most of all is control over the lives of us Normal People, those of us who do not want to control anyone. We just want to be left alone.	2017-09-12	2017-09-12
255	http://www.breitbart.com/video/2017/09/12/hillary-comey-letter-hurt-me-among-women-it-allowed-husbands-to-tell-wives-shes-going-to-be-in-jail/?utm_source=facebook&utm_medium=social	Hillary: Comey Letter â€˜Hurt Meâ€™ Among Women â€“ It Allowed Husbands to Tell Wives â€˜Sheâ€™s Going to be in Jailâ€™	During an interview with Vox on Tuesday, former Democratic presidential nominee Hillary Clinton argued that without FBI Director James Comey, she could have picked up a point or two more among white women and that Comey allowed husbands and boyfriends to tell their wives and girlfriends that Clinton would end up in jail.	2017-09-12	2017-09-12
256	http://www.breitbart.com/big-government/2017/09/12/seattles-democratic-mayor-ed-murray-resigns-after-multiple-child-sex-abuse-allegations/?utm_source=facebook&utm_medium=social	Seattleâ€™s Democratic Mayor Ed Murray Resigns After Multiple Child Sex Abuse Allegations	Seattleâ€™s Democratic Mayor Ed Murray announced his resignation onÂ Tuesday, hours after a fifth man accused him of child sex abuse.	2017-09-12	2017-09-12
257	http://www.breitbart.com/big-government/2017/09/11/gun-owners-of-america-we-need-roy-moore-in-the-senate-to-secure-concealed-carry-reciprocity/?utm_source=facebook&utm_medium=social	Gun Owners of America: We Need Roy Moore in the Senate to Secure Concealed Carry Reciprocity	Gun Owners of America (GOA) put out a September 11 press release rallying Alabama voters to support Judge Roy Moore for U.S. Senate in order to secure concealed carry reciprocity and suppressor deregulation.	2017-09-11	2017-09-11
258	http://www.breitbart.com/big-government/2017/09/12/bannon-charlie-rose-elites-committed-economic-hate-crime-working-class-americans/?utm_source=facebook&utm_medium=social	Bannon to Charlie Rose: Elites Have Committed â€˜Economic Hate Crimeâ€™ Against Working-Class Americans	Former White House Chief Strategist Steve Bannon told Charlie Rose that elites on Wall Street and in Silicon Valley, Hollywood, and Washington, DC, have committed an â€œeconomic hate crimeâ€ against working-class Americans by eviscerating the countryâ€™s industrial base.	2017-09-12	2017-09-12
259	http://www.breitbart.com/big-government/2017/09/12/clinton-thought-id-damn-good-president/	Hillary Clinton: â€˜I Thought Iâ€™d Be a Damn Good Presidentâ€™	Former 2016 Democratic presidential nominee Hillary Clinton expressed in her book What Happened,Â released Tuesday, her annoyanceÂ when people asked her why she wanted to launch a presidential campaign.	2017-09-12	2017-09-12
260	http://www.breitbart.com/big-hollywood/2017/09/12/amc-developing-series-black-lives-matter/?utm_source=facebook&utm_medium=social	AMC Developing TV Series Based on Black Lives Matter Book â€˜They Canâ€™t Kill Us Allâ€™	AMC is developing a drama about police shootings of unarmed black men and the rise of the Black Lives Matter movement, based onÂ Washington PostÂ reporter Wesley Lowreyâ€™s 2016 bookÂ They Canâ€™t Kill Us All: Ferguson, Baltimore, and a New Era in Americaâ€™s Racial Justice.	2017-09-12	2017-09-12
261	http://www.breitbart.com/big-government/2017/09/11/hillary-clinton-purchased-property-home-election-secret-service/	Hillary Clinton Purchased $1.6 Million Property for Secret Service Next to Her Home Before 2016 Election	Former 2016 Democratic presidential nominee Hillary Clinton revealed on CBSâ€™s Sunday MorningÂ that she purchased a $1.6 million propertyÂ so Secret Service membersÂ could live next to her home after she became president.	2017-09-11	2017-09-11
262	http://www.breitbart.com/economics/2017/09/12/kmart-rebrands-plus-size-section-fabulously-sized/	Kmart Rebrands â€˜Plus-Sizeâ€™ Section as â€˜Fabulously Sizedâ€™	Big box retailer Kmart is rebranding its â€œplus-sizeâ€ section as â€œfabulously-sizedâ€ as a way to fight back against â€œbody-shaming.â€	2017-09-12	2017-09-12
263	http://www.breitbart.com/big-journalism/2017/09/12/katy-tur-kiss-cheek-trump-made-heart-stop/?utm_source=facebook&utm_medium=social	Katy Tur: Kiss on Cheek from Donald Trump Made â€˜My Heart Stopâ€™	MSNBC anchor Katy Tur has a new memoir out titled Unbelievable: My Front-Row Seat to the Craziest Campaign in American History in which she reveals that a friendly kiss on the cheek from then-candidate Donald Trump made her body freeze and her heart stop.	2017-09-12	2017-09-12
264	http://www.breitbart.com/sports/2017/09/12/sports-media-throws-cold-water-indians-winning-streak-because-of-racist-logo/?utm_source=facebook&utm_medium=social	Sports Media Throws Cold Water on Indiansâ€™ Winning Streak Because of â€˜Racist Logoâ€™	The Cleveland Indians have been having quite a season. Yet, despite winning an amazing 19 games in a row, the sports media cannot help themselves, from ruining all the fun by bringing Chief Wahoo, the teamâ€™s 70-year-old â€œracistâ€ logo.	2017-09-12	2017-09-12
265	http://www.breitbart.com/texas/2017/09/12/poll-half-working-class-believes-illegal-aliens-take-american-jobs/?utm_source=facebook&utm_medium=social	POLL: More than Half of Working-Class Believes Illegal Aliens Take American Jobs	More than half of the American working-class and those living below the poverty line say illegal immigrants take jobs away from U.S. workers, according to a new poll.	2017-09-12	2017-09-12
266	http://www.breitbart.com/tech/2017/09/11/iowa-state-faculty-candidates-required-to-sign-diversity-and-inclusion-pledge/?utm_source=facebook&utm_medium=social	Iowa State Faculty Candidates Required to Sign â€˜Diversity and Inclusionâ€™ Pledge	Faculty candidates at Iowa State University are required to pledge they will â€œdemonstrate their contribution to diversity and inclusionâ€Â if hired.	2017-09-11	2017-09-11
267	http://www.breitbart.com/big-government/2017/09/12/exclusive-latin-america-expert-bannons-comments-gave-cardinal-dolan-heartburn-bannons-right/?utm_source=facebook&utm_medium=social	EXCLUSIVE â€” Catholic, Latin America, Poland Experts: â€˜Bannonâ€™s Comments Gave Cardinal Dolan Heartburn Because Bannonâ€™s Rightâ€™	â€œBannonâ€™s comments gave Cardinal [Dolan] heartburn because Bannonâ€™s right,â€ Dr. Christopher Manion, a Catholic writer and Knight of Malta with over 50 years experience in Latin American issues tells me.	2017-09-12	2017-09-12
268	http://www.breitbart.com/big-government/2017/09/12/blackstone-ceo-charlottesville-called-nazi-im-jewish/?utm_source=facebook&utm_medium=social	Blackstone CEO Steve Schwarzman on Charlottesville: â€œThey Called Me a Nazi. Iâ€™m Jewishâ€	Steve Schwarzman said that reports that he was outraged at Donald Trump remarks about the violence in Charlottesville were not true.	2017-09-12	2017-09-12
269	http://www.breitbart.com/big-government/2017/09/12/job-creators-network-taxcutsnow-bus-tour-hits-oklahoma-city/?utm_source=facebook&utm_medium=social	Job Creators Network TaxCutsNow Bus Tour Hits Oklahoma City	Job Creators Networkâ€™s national bus tour, part of its multi-million dollarÂ campaign for tax cuts, kicked off Tuesday with a major eventÂ in Oklahoma City.	2017-09-12	2017-09-12
270	http://www.breitbart.com/big-government/2017/09/12/philly-archbishop-mass-media-redefine-biblical-morality-as-hate/?utm_source=facebook&utm_medium=social	Philly Archbishop: Mass Media Redefine Biblical Morality as â€˜Hateâ€™	In todayâ€™s culture wars, the mainstream media are endeavoring to redefine traditional biblical morality as hate speech, while pushing their own version of gender ideology, says Philadelphia Archbishop Charles J. Chaput.	2017-09-12	2017-09-12
271	http://www.breitbart.com/sports/2017/09/11/espns-jemele-hill-calls-president-trump-a-white-supremacist/?utm_source=facebook&utm_medium=social	ESPNâ€™s Jemele Hill Calls President Trump a White Supremacist	ESPNâ€™s Jemele Hill tweeted something on Monday night that most certainly would result in her firing, if she was a conservative. Since sheâ€™s basically the opposite of that, weâ€™ll have to wait and see how ESPN handles it.	2017-09-11	2017-09-11
272	http://www.breitbart.com/tech/2017/09/11/dairy-queen-franchise-sign-god-trust-generates-controversy-offended-customer-removal/?utm_source=facebook&utm_medium=social	Dairy Queen Franchise Sign That Says â€˜In God We Trustâ€™ Generates Controversy After â€˜Offendedâ€™ Customer Calls for Its Removal	A sign on the door of a Wisconsin Dairy Queen location that says â€œIn God We Trustâ€ is generating business and controversy after a customer visiting from out of town posted a picture of the sign to Dairy Queenâ€™s national Facebook page.	2017-09-11	2017-09-11
273	http://www.breitbart.com/2nd-amendment/2017/09/12/dana-milbank-nras-idea-recreation-assault-guns-silencers/?utm_source=facebook&utm_medium=social	Dana Milbank: NRAâ€™s â€˜Idea of Recreationâ€™ Includes â€˜Assault Gunsâ€™ and â€˜Silencersâ€™	Washington PostÂ (WaPo) opinion writer Dana Milbank claims the NRAâ€™s â€œidea of recreationâ€ includes â€œassault guns,â€ â€œarmor piercing bullets,â€ and â€œsilencers.â€	2017-09-12	2017-09-12
274	http://www.breitbart.com/video/2017/09/11/watch-espns-sergio-dipp-struggles-as-sideline-reporter-in-first-mnf-appearance/?utm_source=facebook&utm_medium=social	Watch: ESPNâ€™s Sergio Dipp Struggles as Sideline Reporter in First MNF Appearance	During Monday Night Footballâ€™s matchup between the Los Angeles Chargers-Denver Broncos, ESPNâ€™s Sergio Dipp delivered a very awkward sideline report.	2017-09-11	2017-09-11
275	http://www.breitbart.com/big-government/2017/09/12/hillary-clinton-slams-women-not-vote-cant-give-absolution/?utm_source=facebook&utm_medium=social	Hillary Clinton Slams Women Who Did Not Vote for Her, Says She Cannot Give â€˜Absolutionâ€™	Hillary Clinton, in her campaign post-mortem released Tuesday, tore into women who didnâ€™t vote for her failed presidential candidacy in November and regretted it, saying â€œthese people were looking for absolution that I just couldnâ€™t give.â€	2017-09-12	2017-09-12
276	http://www.breitbart.com/texas/2017/09/12/portland-police-stop-identifying-gang-members-avoid-labels/?utm_source=facebook&utm_medium=social	Portland Police to Stop Identifying Gang Members â€¦ Seek to Avoid Labels	In a move that appears to put political correctness above public safety, the police department in Portland, Oregon, will be stopping the practice of identifying gang members in their databases. The department will purgeÂ their records in response to strong community concerns about the labels that have disproportionately affected minorities. 	2017-09-12	2017-09-12
277	http://www.breitbart.com/big-hollywood/2017/09/12/director-guillermo-del-toro-trumps-america-cancer/?utm_source=facebook&utm_medium=social	Director Guillermo Del Toro: Trumpâ€™s America a â€˜Cancerâ€™	Mexican director Guillermo del Toro hopes his latest critically-acclaimed film can help repair what he calls a broken political system following President Donald Trumpâ€™s election.	2017-09-12	2017-09-12
278	http://www.breitbart.com/london/2017/09/12/sweden-sex-guidebook-migrant-sex-attacks/?utm_source=facebook&utm_medium=social	Sweden Releases â€˜Sex Guidebookâ€™ to Teach Young Migrants Not to Rape	The Swedish Ministry of Youth and Civil Affairs has announcedÂ a new programme to combat increased sex attacks committed by newly arrived migrants by releasing a â€˜sex guidebookâ€™ to teach them basic sex education and that women are allowed to say no.	2017-09-12	2017-09-12
279	http://www.breitbart.com/california/2017/09/10/eu-demands-u-s-tech-companies-pay-26-corporate-tax-rate/?utm_source=facebook&utm_medium=social	EU Demands U.S. Tech Companies Pay 26% â€˜Equalization Taxâ€™ Rate	The European Union has announced that it will force U.S. tech companies like Google and Apple to start paying a Europe-wide â€œequalization taxâ€ rate of about 26.22 percent.	2017-09-10	2017-09-10
280	http://www.breitbart.com/big-government/2017/09/10/steve-bannon-amnesty-non-negotiable/?utm_source=facebook&utm_medium=social	Steve Bannon: â€˜Amnesty Is Non-Negotiableâ€™	In his extensive interview with Charlie Rose forÂ 60 Minutes, Breitbart News Executive Chairman Steve Bannon was unequivocal in his opposition to legislative amnesty to replace DACA.	2017-09-10	2017-09-10
281	http://www.breitbart.com/big-government/2017/09/10/donald-trump-camp-david-not-playing-politics-whats-right/?utm_source=facebook&utm_medium=social	Donald Trump at Camp David: â€˜Weâ€™re Not Playing Politics, Weâ€™re Doing Whatâ€™s Rightâ€™	President Donald Trump met with cabinet members in Camp David to discuss the administrationâ€™s progress and challenges facing the United States including the threat posed by hurricanes.	2017-09-10	2017-09-10
282	http://www.breitbart.com/london/2017/09/12/pakistani-christian-beaten-death-muslim-classmates-teacher-read-newspaper/	Pakistani Christian Beaten to Death by Muslim Classmates â€˜Whilst Teacher Read Newspaperâ€™	A teenager from a Christian family has been beaten to death by Muslim classmates at the MC Model Boys Government High School in Pakistan, allegedly for drinking from the same water cooler as them.	2017-09-12	2017-09-12
283	http://www.breitbart.com/tech/2017/09/06/ccny-establishes-1-2-million-grant-to-minority-women-for-identity-driven-research/?utm_source=facebook&utm_medium=social	CCNY Establishes $1.2 Million Grant to Minority Women for â€˜Identity-Driven Researchâ€™	The City College of New York recently announced a $1.2 million grant that will be exclusively allocated to female minority students looking to pursue â€œidentity-drivenâ€ activism research.	2017-09-06	2017-09-06
284	http://www.breitbart.com/big-journalism/2017/09/11/nbcs-john-heilemann-breitbart-powerful-media-institution-fox-news/	NBCâ€™s John Heilemann: Breitbart â€˜More Powerful Media Institutionâ€™ Than Fox News	NBC and MSNBC contributor John Heilemann told Chris Matthews on Monday that Breitbart News isÂ more powerful and influential than Fox NewsÂ when it comes to influencing elections.	2017-09-11	2017-09-11
285	http://www.breitbart.com/london/2017/09/11/christian-parents-sue-school-six-year-old-change-gender-identity/?utm_source=facebook&utm_medium=social	Christian Parents May Sue School Allowing Six-Year-Old to Change â€˜Gender Identityâ€™	A Christian family is preparing to sue a school for allowing children to change their â€˜gender identityâ€™ on a daily basis, and for implying parentsÂ who oppose are bigoted and â€œtransphobicâ€.	2017-09-11	2017-09-11
286	http://www.breitbart.com/big-government/2017/09/08/cardinal-dolan-bears-false-witness-against-steve-bannon-as-catholic-bishops-choose-social-justice-over-constitution-on-illegal-immigration/?utm_source=facebook&utm_medium=social	Cardinal Dolan Bears False Witness Against Steve Bannon as Catholic Bishops Choose â€˜Social Justiceâ€™ over Constitution on Illegal Immigration	On the Jennifer Fulwiler Show on Sirius XMâ€™s Channel 129 Thursday, Cardinal Timothy M. Dolan falsely characterized Breitbart Executive Chairman Steve Bannonâ€™s comments to CBSâ€™s Charlie Rose about why Catholic bishops â€œhave been terribleâ€ in their support of the unconstitutional Deferred Action For Childhood Arrivals [DACA] program President Obama enacted by fiat in 2012.	2017-09-08	2017-09-08
287	http://www.breitbart.com/video/2017/09/10/hillary-clinton-doubles-basket-deplorables-comment/?utm_source=facebook&utm_medium=social	Hillary Clinton Doubles Down on â€˜Basket of Deplorablesâ€™ Comment	On this weekâ€™s broadcast of CBSâ€™sÂ â€œSunday Morning.â€ 2016 Democratic presidential nomineeÂ Hillary Clinton said using the word â€œdeplorablesâ€ in referring to Donald Trumpâ€™s supporters was not a factor in Trumpâ€™s victory.	2017-09-10	2017-09-10
288	http://www.breitbart.com/big-government/2017/09/05/donald-trumps-tuesday-night-daca-tweet-rare-blunder/?utm_source=facebook&utm_medium=social	Donald Trumpâ€™s Tuesday Night DACA Tweet Is a Rare Negotiating Blunder	President Donald Trump tweeted Tuesday evening that he expected Congress to â€œlegalizeâ€ the Deferred Action for Childhood Arrivals (DACA) that he had just rescinded Tuesday morning, or he would â€œrevisitâ€ the issue.	2017-09-05	2017-09-05
289	http://www.breitbart.com/big-government/2016/09/11/images-911-visual-remembrance/	Images of 9/11: A Visual Remembrance	The whole world experienced the attacks of September 11, 2001, in real time. Videos, photos, and audio captured the horror wreaked that day by Islamic jihadists and the heroism of ordinary Americans. In ourÂ effort to never forget, Breitbart News provides you a visual remembranceÂ of that fateful day when the world changed.	2016-09-11	2016-09-11
290	http://www.breitbart.com/big-government/2017/09/11/report-trump-lawyers-wanted-jared-kushner-out-of-white-house-over-russia-complications/	Report: Trump Lawyers Wanted Jared Kushner Out of White House over Russia â€˜Complicationsâ€™	Some of President Donald Trumpâ€™s legal team advised him months ago that son-in -law Jared Kushner should leave the White House over concerns tied to Special Counsel Muellerâ€™s Russia investigation, the Wall Street Journal reported Monday.	2017-09-11	2017-09-11
291	http://www.breitbart.com/tech/2017/09/08/report-imran-awan-may-have-left-debbie-wasserman-schultzs-laptop-for-police-to-find/?utm_source=facebook&utm_medium=social	Report: Imran Awan May Have Left Debbie Wasserman Schultzâ€™s Laptop for Police to Find	The Daily Caller reports Rep. Debbie Wasserman Schultzâ€™s indicted former IT staffer Imran Awan may have planted her laptop for police to easily find, along with a letter to the U.S. Attorney.	2017-09-08	2017-09-08
292	http://www.breitbart.com/video/2017/09/09/watch-pamella-geller-milo-raheem-kassam-and-more-discuss-the-islamic-jihad-against-free-speech-in-cant-we-talk-about-this/?utm_source=facebook&utm_medium=social	Watch: Pamela Geller, Milo, Raheem Kassam and More Discuss The Islamic Jihad Against Free Speech in â€˜Canâ€™t We Talk About This?â€™	Canâ€™t We Talk About This? The Islamic Jihad Against Free SpeechÂ is a shocking new film and follow-up video series detailing the concerted effort by international organizations to compel the U.S. and other Western countries to curtail freedom of speech and criminalize criticism of Islam.	2017-09-09	2017-09-09
293	http://www.breitbart.com/big-government/2017/09/07/exclusive-kobach-out-of-state-voters-changed-outcome-new-hampshire-senate-race/?utm_source=facebook&utm_medium=social	Exclusive â€“ Kobach: It Appears That Out-of-State Voters Changed the Outcome of the New Hampshire U.S. Senate Race	For years, the mainstream media has ignored the problem of voter fraud and belittled those of us who are trying to do something about it. And when secretaries of state like me identify cases of fraud, we are told that the number of incidents of voter fraud is too insignificant to matter.	2017-09-07	2017-09-07
294	http://www.breitbart.com/big-hollywood/2017/09/11/designer-celebrates-vaginas-new-york-fashion-week/	Photos: Designer Celebrates Vaginas at New York Fashion Week	A barrage of clothes inspired by female genitalia took over the runway at New York Fashion Week with clothes directly resembling vaginas.	2017-09-11	2017-09-11
295	http://www.breitbart.com/big-government/2017/09/11/2017-track-one-best-years-gun-sales-past-two-decades/?utm_source=facebook&utm_medium=social	2017 on Track to Be One of Best Years for Gun Industry in Two Decades	Amid all the establishment media chatter about a â€œTrump Slumpâ€ in gun sales, National Shooting Sports Foundationâ€™s (NSSF) Mike Bazinet says the evidence indicates 2017 could be the second or third highest year for background checks in the past two decades.	2017-09-11	2017-09-11
296	http://www.breitbart.com/big-hollywood/2017/09/10/george-clooney-rehashes-kiss-ass-rant-steve-bannon/?utm_source=facebook&utm_medium=social	George Clooney Rehashes â€˜Kiss My Assâ€™ Rant Against Steve Bannon	George Clooney continued to hit out atÂ Steve Bannon in an interview to promote his latest film Saturday, calling the former White House chief strategist and Breitbart News executive chairman a â€œp*ssyâ€ in aÂ second profanity-laced rant this weekend.	2017-09-10	2017-09-10
297	http://www.breitbart.com/big-government/2017/09/10/steve-bannon-60-minutes-daca-will-spark-gop-civil-war-republicans-cave/?utm_source=facebook&utm_medium=social	Steve Bannon on 60 Minutes: DACA Will Spark GOP â€˜Civil Warâ€™ If Republicans Cave	Former White House Chief Strategist Steve Bannon warned this week that there will be a â€œcivil warâ€ in the Republican Party if GOP lawmakers cave on the repeal of an Obama-era program that gave amnesty to illegal immigrants brought to the U.S. as children.	2017-09-10	2017-09-10
298	http://www.breitbart.com/big-government/2017/09/11/alabama-poll-roy-moore-maintains-solid-majority-support-double-digit-lead-over-luther-strange/	Alabama Poll: Roy Moore Maintains Solid Majority Support, Double-Digit Lead Over Luther Strange	Yet another poll has come out of Alabama showing conservative Roy Moore leading establishment-backed Luther Strange in the U.S. Senate GOP primary runoff, this time showing Mooreâ€™s lead back up to 15 percent.	2017-09-11	2017-09-11
299	http://www.breitbart.com/big-government/2017/09/10/bannon-praises-trump-twitter-use-potus-disintermediates-media-speaks-directly-to-voters/?utm_source=facebook&utm_medium=social	Bannon Praises Trumpâ€™s Twitter Use: POTUS â€˜Disintermediates Media,â€™ Speaks Directly to Voters	Former White House Chief Strategist Steve Bannon praised President Donald Trumpâ€™s use of Twitter, telling CBS anchor Charlie Rose on 60 Minutes that Trump uses Twitter to â€œdisintermediateâ€ the media and get his message directly to voters.	2017-09-10	2017-09-10
300	http://www.breitbart.com/big-government/2017/09/11/trump-remembers-911-america-cannot-be-intimidated/?utm_source=facebook&utm_medium=social	Donald Trump Remembers 9/11: â€˜America Cannot Be Intimidatedâ€™	President Donald Trump spoke at the Pentagon on Monday, remembering the victims of 9/11 and renewing Americaâ€™s commitment to fighting terrorists.	2017-09-11	2017-09-11
301	http://www.breitbart.com/big-journalism/2017/09/11/bannon-on-dems-big-problem-theres-no-breitbart-maddow-huffpost-cheerleaders-for-donor-class/?utm_source=facebook&utm_medium=social	Bannon on Demsâ€™ Big Problem: â€˜Thereâ€™s No Breitbartâ€™â€”Maddow, HuffPost â€˜Cheerleaders for Donor Classâ€™	Former White House Chief Strategist Steve Bannon told CBS anchor Charlie Rose that the leftâ€™s biggest problem is that they do not have their version of Breitbart News that promotes policies and ideas that benefit American workers and is not afraid to take on the partyâ€™s donors and establishment in addition to the globalist permanent political class.	2017-09-11	2017-09-11
302	http://www.breitbart.com/tech/2017/09/11/kid-rock-sharpton-fake-news-scared/	Kid Rock Rips Al Sharpton, â€˜Fake Newsâ€™ Media: â€˜Funny How Scared I Have Them Allâ€™	Musician and possible Michigan Senate candidate Kid RockÂ took to his website late Sunday night to tell his fans to ignore the â€œgarbage the extreme left is trying to create.â€	2017-09-11	2017-09-11
304	http://www.breitbart.com/big-government/2017/09/11/dozens-looters-curfew-violators-arrested-florida-irma/?utm_source=facebook&utm_medium=social	Dozens of Looters, Curfew Violators Arrested in Florida During Irma Crisis	Police in Florida are reporting that dozens have been arrested for looting stores and homes and breaking curfewÂ after mass evacuations; the curfews were set to protect life and property.	2017-09-11	2017-09-11
305	http://www.breitbart.com/texas/2017/09/11/watch-floridians-rescue-trapped-manatees-irma-sucks-water-bay/?utm_source=facebook&utm_medium=social	WATCH: Floridians Rescue Trapped Manatees after Irma Sucks Water out of Bay	Floridians risked their lives to rescue manatees trapped on the bottom of a suddenly dry bed of sandÂ that just a few moments earlier was Sarasota Bay. Hurricane Irma succeeded in sucking all of the water out of the bay, leaving a few manatees stranded.	2017-09-11	2017-09-11
306	http://www.breitbart.com/big-government/2017/09/06/democrats-donald-trumps-debt-concession-helps-amnesty-push/?utm_source=facebook&utm_medium=social	Democrats: Donald Trumpâ€™s Debt Concession Helps Amnesty Push	President Donald Trumpâ€™s decision to schedule a second debt-ceilingÂ vote in December willÂ help Democrats shove through a permanent amnesty for the 800,000 beneficiaries of former President Barack Obamaâ€™s expiring â€œDACAâ€ amnesty, Democratic staffers told the Huffington Post.	2017-09-06	2017-09-06
307	http://www.breitbart.com/pre-viral/2017/09/11/video-nine-people-arrested-looting-hurricane-irma/?utm_source=facebook&utm_medium=social	Video: Nine People Arrested After Suspected Looting Spree amid Hurricane Irma	Nine people have been arrested in Fort Lauderdale, Florida, on charges of looting as Hurricane Irma continues to devastate the region, local law enforcement officers have confirmed.	2017-09-11	2017-09-11
308	http://www.breitbart.com/national-security/2017/09/11/ceremonies-new-york-d-c-pennsylvania-mark-911-annivesary/?utm_source=facebook&utm_medium=social	America Remembers: New York, D.C., Pennsylvania Mark 9/11 Anniversary	President Trump led the nation in commemorating the 9/11 terror attacks Monday, on the 16th anniversary of the attacks that claimed the lives of thousands in New York, Washington, DC, and Pennsylvania.	2017-09-11	2017-09-11
309	http://www.breitbart.com/video/2017/09/11/mike-ditka-players-not-standing-national-anthem-malcontents/?utm_source=facebook&utm_medium=social	Mike Ditka: Players Not Standing for National Anthem Are â€˜Malcontentsâ€™	NFL Hall of Fameâ€™s Mike Ditka had some strong words for national anthem protesters in an interview with TMZ Sports.	2017-09-11	2017-09-11
310	http://www.breitbart.com/big-journalism/2017/09/11/bannon-trump-will-win-re-election-landslide-keeps-campaign-promises/?utm_source=facebook&utm_medium=social	Bannon: Trump Will Win Re-Election in â€˜Landslideâ€™ If He Keeps Campaign Promises	Former White House Chief Strategist Steve Bannonâ€”who had a famous whiteboard that listed President Donald Trumpâ€™s promises in his office, which is now reportedly occupied by a globalist bureaucrat who knows nothing about what got Trump elected and whom Trumpâ€™s voters did not vote for to implement his America-first economic nationalist agendaâ€”told CBSâ€™ 60 Minutes that Trump will win re-election in a landslide if he keeps his campaign promises.	2017-09-11	2017-09-11
311	http://www.breitbart.com/texas/2017/09/11/report-600000-illegal-immigrants-live-houston-area/?utm_source=facebook&utm_medium=social	Report: 600,000 Illegal Immigrants Live in Houston Area	HOUSTON, Texas â€” In the aftermath of Hurricane Harvey, reports claim that about 600,000 illegal immigrants live in the Houston area. The issue came up as some media outlets expressed concern about the illegal immigrantsâ€™ status in emergency shelters and their eligibility to obtain federal assistance to rebuild homes destroyed by the devastating floodwaters dumped in the stormâ€™s wake.	2017-09-11	2017-09-11
312	http://www.breitbart.com/big-government/2017/09/10/bannon-on-60-minutes-i-hold-bush-admin-geniuses-in-complete-contempt/?utm_source=facebook&utm_medium=social	Bannon on 60 Minutes: I Hold Bush Admin â€˜Geniusesâ€™ in â€˜Complete Contemptâ€™	Former White House Chief Strategist Steve Bannon blasted the â€œgeniusesâ€ in former President George W. Bushâ€™s administration for selling out American workers and getting the country stuck in the Middle East in a 60 Minutes interview with CBS anchor Charlie Rose.	2017-09-10	2017-09-10
313	http://www.breitbart.com/big-hollywood/2017/09/11/miss-north-dakota-takes-miss-america-crown-blasting-trump-climate/?utm_source=facebook&utm_medium=social	Miss North Dakota Takes â€˜Miss Americaâ€™ Crown after Blasting Trump on Climate	ATLANTIC CITY, N.J. (AP) â€” Cara Mund is not worried that she may begin her year-long reign as Miss America by starting a Twitter war with the nationâ€™s Tweeter-In-Chief.	2017-09-11	2017-09-11
